Key	Korean	English
PropertyGrid.Property.PRJ_DIR.DisplayName	방향	Direction
PropertyGrid.Property.CONTRAST.DisplayName	대비	Contrast
PropertyGrid.Property.THICKNESS.DisplayName	두께	Thickness
PropertyGrid.Property.SAMPLING_STEP.DisplayName	샘플 간격	Sampling step
PropertyGrid.Property.VER_PRJ_DIR.DisplayName	스캔 방향	Scan direction
PropertyGrid.Property.POINT_RANGE.DisplayName	스캔 간격	Scan interval
PropertyGrid.Property.USE_MANUAL_ANGLE.DisplayName	스캔 각도 사용	Use scan angle
PropertyGrid.Property.MANUAL_ANGLE_VALUE.DisplayName	스캔 각도	Scan angle
PropertyGrid.Property.USE_EXTEND_FIT_LINE.DisplayName	피팅 라인 연장	Extend fit line
PropertyGrid.Property.EXTEND_FIT_LINE_VALUE.DisplayName	연장 길이	Extend length
PropertyGrid.Property.AVERAGE_Diff.DisplayName	평균 차이	Average diff
PropertyGrid.Property.USE_AVERAGE_FILTER.DisplayName	평균 필터 사용	Use average filter
PropertyGrid.Property.AVERAGE_FILTER_TYPE.DisplayName	평균 필터 타입	Average filter type
PropertyGrid.Property.SHOW_VERTICAL_LINE.DisplayName	스캔 라인 표시	Show scan line
PropertyGrid.Property.SHOW_EDGE.DisplayName	엣지 표시	Show edge
PropertyGrid.Property.SHOW_CONTOUR.DisplayName	컨투어 라인 표시	Show contour line
PropertyGrid.Property.SHOW_FITLINE.DisplayName	피팅 라인 표시	Show fit line
LocalizerSmoke.Text	다국어 자동 적용 테스트	Localization Auto Apply Test
LocalizerSmoke.lblTitle.Text	자동 현지화 제목	Auto-localized Title
LocalizerSmoke.btnRun.Text	실행	Run
LocalizerSmoke.btnRun.ToolTip	현재 작업을 실행합니다.	Run the current action.
LocalizerSmoke.tbSearch.Placeholder	검색어 입력	Type search text
LocalizerSmoke.grid.colName.HeaderText	이름	Name
LocalizerSmoke.grid.colValue.HeaderText	값	Value
LocalizerSmoke.menuFile.Text	파일	File
LocalizerSmoke.menuOpen.Text	열기	Open
LocalizerSmoke.tabMain.Text	기본	Main
ImageCompare.Title	이미지 비교	Image Compare
ImageCompare.LoadImages	이미지 불러오기	Load Images
ImageCompare.FitAll	맞춤	Fit All
ImageCompare.SyncOn	Sync: ON	Sync: ON
ImageCompare.SyncOff	Sync: OFF	Sync: OFF
ImageCompare.NoImage	이미지 없음	No image
ImageCompare.Ready	대기	Ready
ImageCompare.SizeMismatch	크기 불일치	SIZE MISMATCH
ImageCompare.SizeMismatchDetected	이미지 크기 불일치 감지	Size mismatch detected
ImageCompare.StatusNoImage	{0:00} 이미지 없음	Image {0:00} no image
ImageCompare.StatusOut	{0:00} 영역 밖	Image {0:00} out
ImageCompare.DeltaOut	Delta vs {0:00}: 영역 밖	Delta vs {0:00}: out
ImageCompare.DeltaVs	Delta vs {0:00}	Delta vs {0:00}
ImageCompare.LoadFailed	이미지 비교 로드 실패.\n{0}	Image compare load failed.\n{0}
ImageCompare.ImageSlot	이미지 {0:00}	Image {0:00}
ImageCompare.ImagesCount	이미지: {0}/{1}	Images: {0}/{1}
ImageCanvas.LoadImage	이미지 불러오기	Load Image
ImageCanvas.SaveImage	이미지 저장	Save Image
LayerDisplay.EmptyTitle	이미지 없음	No image
LayerDisplay.EmptyMainDescription	기준 이미지를 불러오면 이 영역에 표시됩니다.	Load a reference image to display it here.
LayerDisplay.EmptyLayerDescription	레이어 이미지를 불러오면 이 영역에 표시됩니다.	Load a layer image to display it here.
LayerDisplay.LoadImageButton	이미지 불러오기	Load Image
LayerDisplay.Status.LayerEmpty	레이어 - · -	Layer - · -
LayerDisplay.Status.CanvasEmpty	캔버스 X:0 Y:0	Canvas X:0 Y:0
LayerDisplay.Status.ImageEmpty	이미지 X:0 Y:0 · 100%	Image X:0 Y:0 · 100%
LayerDisplay.Status.LayerNoImage	레이어 {0} · 이미지 없음	Layer {0} · No image
LayerDisplay.Status.CanvasDash	캔버스 -	Canvas -
LayerDisplay.Status.ImageDash	이미지 - · -	Image - · -
LayerDisplay.Status.LayerImage	레이어 {0} · {1}	Layer {0} · {1}
LayerDisplay.Status.Canvas	캔버스 X:{0} Y:{1}	Canvas X:{0} Y:{1}
LayerDisplay.Status.ImagePosition	이미지 X:{0} Y:{1} · {2:0}%	Image X:{0} Y:{1} · {2:0}%
LayerDisplay.Tooltip.ColorSwatch	현재 마우스 위치의 픽셀 색상입니다.	Pixel color at the current mouse position.
LayerDisplay.Tooltip.LayerNoImage	현재 레이어: {0}\n이미지 없음	Current layer: {0}\nNo image
LayerDisplay.Tooltip.CanvasEmpty	이미지가 로드되면 캔버스 좌표가 표시됩니다.	Canvas coordinates appear after an image is loaded.
LayerDisplay.Tooltip.ImageEmpty	이미지가 로드되면 이미지 좌표와 확대율이 표시됩니다.	Image coordinates and zoom appear after an image is loaded.
LayerDisplay.Tooltip.GvEmpty	이미지가 로드되면 Gray Value가 표시됩니다.	Gray Value appears after an image is loaded.
LayerDisplay.Tooltip.RgbEmpty	이미지가 로드되면 RGB 값이 표시됩니다.	RGB values appear after an image is loaded.
LayerDisplay.Tooltip.PixelEmpty	이미지가 로드되면 픽셀 색상이 표시됩니다.	Pixel color appears after an image is loaded.
LayerDisplay.Tooltip.LayerImage	현재 레이어: {0}\n이미지 크기: {1}	Current layer: {0}\nImage size: {1}
LayerDisplay.Tooltip.Canvas	캔버스 좌표(Bottom-Left 기준)\n{0}	Canvas coordinates (bottom-left origin)\n{0}
LayerDisplay.Tooltip.ImagePosition	이미지 좌표(Top-Left 기준) 및 확대율\n{0}	Image coordinates (top-left origin) and zoom\n{0}
LayerDisplay.Tooltip.Rgb	RGB 값\n{0}	RGB value\n{0}
LayerDisplay.Tooltip.PixelColor	픽셀 색상\nR:{0} G:{1} B:{2}	Pixel color\nR:{0} G:{1} B:{2}
Pipeline.Menu.Undo	실행 취소	Undo
Pipeline.Menu.Redo	다시 실행	Redo
VisionTest.Undo	실행 취소	Undo
VisionTest.Redo	다시 실행	Redo
VisionTest.UndoFormat	실행 취소 {0}	Undo {0}
VisionTest.RedoFormat	다시 실행 {0}	Redo {0}
Main.LayerUndoDone	레이어 작업 실행 취소: {0}	Layer undo: {0}
Main.LayerRedoDone	레이어 작업 다시 실행: {0}	Layer redo: {0}
Shell.LayerStateNone	없음	none
Shell.LayerStateDisplay	표시	display
Shell.LayerResultMainFormat	02  Main  {0}	02  Main  {0}
Shell.LayerResultNoneFormat	03  NewPanel_LPV  {0}	03  NewPanel_LPV  {0}
Shell.LayerResultDisplayFormat	04  NewPanel_sbA  {0}	04  NewPanel_sbA  {0}
Shell.ToolRailCollapse	도구 접기	Collapse tools
Shell.ToolRailExpand	도구 펼치기	Expand tools
Shell.ToolReadiness.InputMissingBadge	입력 없음	No input
Shell.ToolReadiness.InputMissingDescription	Main 이미지를 로드한 뒤 이 도구를 설정하세요. Preview/Run은 자동 실행되지 않습니다.	Load a Main image before configuring this tool. Preview/Run will not start automatically.
Shell.ToolReadiness.ConfigureBadge	설정 가능	Configure
Shell.ToolReadiness.ConfigureDescription	Main 이미지가 준비되었습니다. 도구를 열어 파라미터를 설정한 뒤 Preview를 직접 실행하세요.	Main image is ready. Open the tool, configure parameters, then run Preview explicitly.
Shell.ToolReadiness.TemplateMissingBadge	템플릿 필요	Template needed
Shell.ToolReadiness.TemplateMissingDescription	Main 이미지는 준비되었지만 이 매칭 도구의 템플릿이 없습니다. 해당 도구를 열어 템플릿을 등록한 뒤 Preview를 직접 실행하세요.	The Main image is ready, but this matching tool has no registered template. Open the tool, register a template, then run Preview explicitly.
Shell.ToolReadiness.InputBMissingBadge	B 입력 필요	B needed
Shell.ToolReadiness.InputBMissingDescription	이 산술 연산 설정에는 Input B로 사용할 다른 이미지 레이어가 필요합니다. 해당 레이어를 로드하거나 만든 뒤 Preview를 직접 실행하세요.	This Arithmetic setting needs another image layer for Input B. Load or create that layer, then run Preview explicitly.
Shell.ToolReadiness.LineScalePixelOnlyBadge	px 전용	PX only
Shell.ToolReadiness.LineScalePixelOnlyDescription	Line A/B의 Pixel / mm가 0입니다. 픽셀 결과는 설정할 수 있지만 mm 결과를 사용하면 안 됩니다. Preview를 직접 실행하세요.	Line A/B Pixel / mm is 0. Pixel results can be configured, but mm results must not be used. Run Preview explicitly.
Shell.ToolReadiness.LineScaleReviewBadge	보정 확인	Check scale
Shell.ToolReadiness.LineScaleReviewDescription	Line A/B의 Pixel / mm 값이 없거나 유효하지 않거나 서로 다릅니다. mm 결과를 사용하기 전에 두 값을 확인하고 Preview를 직접 실행하세요.	Line A/B Pixel / mm values are missing, invalid, or inconsistent. Review both values before using mm results, then run Preview explicitly.
Shell.ToolReadiness.LineScaleConfiguredBadgeFormat	mm {0}	mm {0}
Shell.ToolReadiness.LineScaleConfiguredDescriptionFormat	Line A/B의 Pixel / mm 값이 {0} mm/px로 일치합니다. mm 결과를 신뢰하기 전에 실제 교정 근거를 확인하고 Preview를 직접 실행하세요.	Line A/B Pixel / mm values match at {0} mm/px. Verify the real calibration evidence before trusting mm results, then run Preview explicitly.
Shell.ToolSearch.Hint	도구·검사·파라미터·결과 검색	Search tool, intent, parameter, or result
Shell.ToolSearch.ClearToolTip	도구 검색 지우기	Clear tool search
Shell.ToolSearch.OpenLearnToolTip	이 도구의 Learn 주제 열기	Open this tool's Learn topic
Shell.ToolSearch.OpenSamplesToolTip	이 도구의 공개 샘플 열기	Open samples for this tool
Shell.ToolSearch.OpenGuidedSetupToolTip	이 도구의 Guided Setup 열기	Open Guided Setup for this tool
Shell.ToolSearch.AllFormat	전체 {0}개 도구	All {0} tools
Shell.ToolSearch.ResultFormat	{0}개 도구 찾음	{0} tools found
PropertyGrid.Type.BlobProperty.MIN_AREA.DisplayName	면적 범위	Area range
PropertyGrid.Type.ContourProperty.MIN_AREA.DisplayName	면적 범위	Area range
PropertyGrid.Type.MatchingProperty.FIND_ANGLE_MIN.DisplayName	각도 범위	Angle range
PropertyGrid.Type.MatchingProperty.FIND_ANGLE_MIN.Description	패턴 매칭에서 탐색할 회전 각도 범위입니다.	Rotation angle range searched by pattern matching.
PropertyGrid.Type.MatchingProperty.CANNY_LOW.DisplayName	Canny 범위	Canny range
PropertyGrid.Type.MatchingProperty.CANNY_LOW.Description	Canny 전처리에 사용할 Low/High 임계값 범위입니다.	Low/High threshold range used for Canny preprocessing.
PropertyGrid.Type.FeatureMatchingProperty.PATTERN_PATH.DisplayName	특징 템플릿 경로	Feature template path
PropertyGrid.Type.FeatureMatchingProperty.PATTERN_PATH.Description	특징점 기반 매칭에 사용할 템플릿 이미지 파일 경로입니다.	Template image file path used for feature-based matching.
PropertyGrid.Type.FeatureMatchingProperty.SCORE_MIN.DisplayName	Ratio 기준	Ratio threshold
PropertyGrid.Type.FeatureMatchingProperty.SCORE_MIN.Description	서로 구별되는 descriptor 매칭을 남기는 Lowe Ratio 기준입니다. 값이 작을수록 엄격하고, 클수록 더 많은 후보를 남깁니다.	Lowe ratio threshold used to keep distinctive descriptor matches. Smaller values are stricter; larger values keep more candidates.
PropertyGrid.Type.FeatureMatchingProperty.RANSAC_REPROJ_THRESHOLD.DisplayName	RANSAC 허용 오차	RANSAC tolerance
PropertyGrid.Type.FeatureMatchingProperty.RANSAC_REPROJ_THRESHOLD.Description	특징점 매칭 후 기하 변환을 검증할 때 사용하는 재투영 허용 오차(pixel)입니다. 값이 크면 더 많은 변형을 허용합니다.	Reprojection tolerance in pixels used to validate the geometric transform after feature matching. Higher values allow more variation.
PropertyGrid.Property.AUTO_PREVIEW.DisplayName	자동 미리보기	Auto preview
PropertyGrid.Property.AUTO_PREVIEW.Description	파라미터를 바꿀 때마다 자동으로 미리보기를 실행할지 결정합니다. 각도 탐색처럼 오래 걸릴 수 있는 조건에서는 끄고 수동으로 미리보기를 실행하는 것이 안전합니다.	Runs preview automatically after parameter changes. Keep it off for potentially slow searches such as angle search, then run Preview manually.
